no[#]	date_a	time_a	date_b	time_b	PA_a[deg]	PA_b[deg]	clong a[deg]	clong b[deg]	hlong a[deg]	hlong b[deg]	angle e-a[deg]	angle b-e[deg]	angle b-a[deg]	evento_a	evento_b	preevento_a_1h	preevento_b_1h	preevento_a_2h	preevento_b_2h	pre_a_1h_download	pre_b_1h_download	pre_a_2h_download	pre_b_2h_download
206	2009-03-10	06:22:00	2009-03-10	*	90	*	35.961	303.607	44.533	-47.821	44.336	47.575	91.911	2009-03-10 06:22:00		2009-03-10 05:22:00	NaT	2009-03-10 04:22:00	NaT	No img/double data	*	No img/double data	*
207	2009-03-16	14:22:00	2009-03-16	12:22:19	90/270	90/270	313.827	221.247	44.771	-47.809	44.636	*	*	2009-03-16 14:22:00	2009-03-16 12:22:19	2009-03-16 13:22:00	2009-03-16 11:22:19	2009-03-16 12:22:00	2009-03-16 10:22:19	/gehme/data/stereo/secchi/L0/a/img/cor2/20090316/20090316_130730_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20090316/20090316_110730_d4c2B.fts	/gehme/data/stereo/secchi/L0/a/img/cor2/20090316/20090316_120730_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20090316/20090316_100730_d4c2B.fts
208	2009-03-18	00:22:00	2009-03-18	07:22:19	90	315	294.114	201.482	44.831	-47.801	44.712	*	*	2009-03-18 00:22:00	2009-03-18 07:22:19	2009-03-17 23:22:00	2009-03-18 06:22:19	2009-03-17 22:22:00	2009-03-18 05:22:19	/gehme/data/stereo/secchi/L0/a/img/cor2/20090317/20090317_230730_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20090318/20090318_060730_d4c2B.fts	/gehme/data/stereo/secchi/L0/a/img/cor2/20090317/20090317_220730_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20090318/20090318_050730_d4c2B.fts
209	2009-03-24	00:22:00	2009-03-24	16:22:20	90	90	215.261	122.423	45.083	-47.756	45.032	*	*	2009-03-24 00:22:00	2009-03-24 16:22:20	2009-03-23 23:22:00	2009-03-24 15:22:20	2009-03-23 22:22:00	2009-03-24 14:22:20	/gehme/data/stereo/secchi/L0/a/img/cor2/20090323/20090323_230730_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20090324/20090324_150730_d4c2B.fts	/gehme/data/stereo/secchi/L0/a/img/cor2/20090323/20090323_220730_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20090324/20090324_140730_d4c2B.fts
213	2009-03-26	09:22:00	2009-03-26	19:22:20	270	135	184.048	91.128	45.189	-47.731	*	*	*	2009-03-26 09:22:00	2009-03-26 19:22:20	2009-03-26 08:22:00	2009-03-26 18:22:20	2009-03-26 07:22:00	2009-03-26 17:22:20	/gehme/data/stereo/secchi/L0/a/img/cor2/20090326/20090326_080730_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20090326/20090326_180730_d4c2B.fts	/gehme/data/stereo/secchi/L0/a/img/cor2/20090326/20090326_070730_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20090326/20090326_170730_d4c2B.fts
214	2009-03-31	15:22:00	2009-03-31	*	90	*	115.051	21.949	45.438	-47.665	45.477	47.329	*	2009-03-31 15:22:00		2009-03-31 14:22:00	NaT	2009-03-31 13:22:00	NaT	/gehme/data/stereo/secchi/L0/a/img/cor2/20090331/20090331_140730_d4c2A.fts	*	/gehme/data/stereo/secchi/L0/a/img/cor2/20090331/20090331_130730_d4c2A.fts	*
215	2009-04-02	20:22:00	2009-04-03	04:22:21	270	45	86.028	352.847	45.549	-47.632	*	*	*	2009-04-02 20:22:00	2009-04-03 04:22:21	2009-04-02 19:22:00	2009-04-03 03:22:21	2009-04-02 18:22:00	2009-04-03 02:22:21	/gehme/data/stereo/secchi/L0/a/img/cor2/20090402/20090402_190730_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20090403/20090403_030730_d4c2B.fts	/gehme/data/stereo/secchi/L0/a/img/cor2/20090402/20090402_180730_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20090403/20090403_020730_d4c2B.fts
216	2009-04-09	02:52:00	2009-04-09	05:52:22	90/315	90	3.616	270.200	45.891	-47.525	*	*	*	2009-04-09 02:52:00	2009-04-09 05:52:22	2009-04-09 01:52:00	2009-04-09 04:52:22	2009-04-09 00:52:00	2009-04-09 03:52:22	/gehme/data/stereo/secchi/L0/a/img/cor2/20090409/20090409_013730_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20090409/20090409_043730_d4c2B.fts	/gehme/data/stereo/secchi/L0/a/img/cor2/20090409/20090409_005115_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20090409/20090409_033730_d4c2B.fts
217	2009-04-10	19:22:00	2009-04-10	*	270	*	341.439	247.956	45.989	-47.493	46.146	47.183	*	2009-04-10 19:22:00		2009-04-10 18:22:00	NaT	2009-04-10 17:22:00	NaT	No img/double data	*	No img/double data	*
218	2009-04-11	*	2009-04-11	07:52:23	*	90	334.594	241.091	46.020	-47.483	46.183	47.175	*		2009-04-11 07:52:23	NaT	2009-04-11 06:52:23	NaT	2009-04-11 05:52:23	*	/gehme/data/stereo/secchi/L0/b/img/cor2/20090411/20090411_070730_d4c2B.fts	*	/gehme/data/stereo/secchi/L0/b/img/cor2/20090411/20090411_053730_d4c2B.fts
219	2009-04-14	00:22:00	2009-04-14	13:22:23	90	315	299.276	205.661	46.183	-47.432	46.374	47.138	*	2009-04-14 00:22:00	2009-04-14 13:22:23	2009-04-13 23:22:00	2009-04-14 12:22:23	2009-04-13 22:22:00	2009-04-14 11:22:23	/gehme/data/stereo/secchi/L0/a/img/cor2/20090413/20090413_230730_d4c2A.fts	No img/double data	/gehme/data/stereo/secchi/L0/a/img/cor2/20090413/20090413_220730_d4c2A.fts	No img/double data
220	2009-04-15	01:52:00	2009-04-15	04:52:24	270	90	285.314	191.653	46.249	-47.412	*	*	*	2009-04-15 01:52:00	2009-04-15 04:52:24	2009-04-15 00:52:00	2009-04-15 03:52:24	2009-04-14 23:52:00	2009-04-15 02:52:24	/gehme/data/stereo/secchi/L0/a/img/cor2/20090415/20090415_005115_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20090415/20090415_033730_d4c2B.fts	/gehme/data/stereo/secchi/L0/a/img/cor2/20090414/20090414_233730_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20090415/20090415_023730_d4c2B.fts
221	2009-04-16	*	2009-04-16	09:22:24	*	90	268.066	174.347	46.332	-47.386	46.547	47.107	93.654		2009-04-16 09:22:24	NaT	2009-04-16 08:22:24	NaT	2009-04-16 07:22:24	*	/gehme/data/stereo/secchi/L0/b/img/cor2/20090416/20090416_080730_d4c2B.fts	*	/gehme/data/stereo/secchi/L0/b/img/cor2/20090416/20090416_070730_d4c2B.fts
222	2009-04-19	16:22:00	2009-04-19	*	90	*	224.811	130.941	46.547	-47.323	46.793	47.067	*	2009-04-19 16:22:00		2009-04-19 15:22:00	NaT	2009-04-19 14:22:00	NaT	No img/double data	*	No img/double data	*
223	2009-04-19	23:22:00	2009-04-19	*	270	*	220.978	127.094	46.567	-47.317	46.815	47.063	*	2009-04-19 23:22:00		2009-04-19 22:22:00	NaT	2009-04-19 21:22:00	NaT	/gehme/data/stereo/secchi/L0/a/img/cor2/20090419/20090419_220730_d4c2A.fts	*	/gehme/data/stereo/secchi/L0/a/img/cor2/20090419/20090419_210730_d4c2A.fts	*
224	2009-04-22	22:22:00	2009-04-22	22:22:26	90	90	182.105	88.075	46.769	-47.261	47.042	*	*	2009-04-22 22:22:00	2009-04-22 22:22:26	2009-04-22 21:22:00	2009-04-22 21:22:26	2009-04-22 20:22:00	2009-04-22 20:22:26	/gehme/data/stereo/secchi/L0/a/img/cor2/20090422/20090422_210730_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20090422/20090422_210730_d4c2B.fts	/gehme/data/stereo/secchi/L0/a/img/cor2/20090422/20090422_200730_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20090422/20090422_200730_d4c2B.fts
227	2009-04-25	12:52:00	2009-04-25	16:22:26	270	270	147.887	53.720	46.955	-47.212	47.247	47.006	*	2009-04-25 12:52:00	2009-04-25 16:22:26	2009-04-25 11:52:00	2009-04-25 15:22:26	2009-04-25 10:52:00	2009-04-25 14:22:26	/gehme/data/stereo/secchi/L0/a/img/cor2/20090425/20090425_113730_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20090425/20090425_150730_d4c2B.fts	/gehme/data/stereo/secchi/L0/a/img/cor2/20090425/20090425_103730_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20090425/20090425_140730_d4c2B.fts
228	2009-05-02	23:22:00	2009-05-02	20:22:28	270	90	51.813	317.216	47.513	-47.084	47.848	*	*	2009-05-02 23:22:00	2009-05-02 20:22:28	2009-05-02 22:22:00	2009-05-02 19:22:28	2009-05-02 21:22:00	2009-05-02 18:22:28	/gehme/data/stereo/secchi/L0/a/img/cor2/20090502/20090502_220730_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20090502/20090502_190730_d4c2B.fts	/gehme/data/stereo/secchi/L0/a/img/cor2/20090502/20090502_210730_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20090502/20090502_180730_d4c2B.fts
229	2009-05-06	*	2009-05-06	08:22:29	*	90	5.834	271.005	47.801	-47.028	48.148	46.935	*		2009-05-06 08:22:29	NaT	2009-05-06 07:22:29	NaT	2009-05-06 06:22:29	*	/gehme/data/stereo/secchi/L0/b/img/cor2/20090506/20090506_070730_d4c2B.fts	*	/gehme/data/stereo/secchi/L0/b/img/cor2/20090506/20090506_060730_d4c2B.fts
230	2009-05-09	05:52:00	2009-05-09	05:22:30	90	270	328.068	233.035	48.047	-46.986	48.401	*	*	2009-05-09 05:52:00	2009-05-09 05:22:30	2009-05-09 04:52:00	2009-05-09 04:22:30	2009-05-09 03:52:00	2009-05-09 03:22:30	/gehme/data/stereo/secchi/L0/a/img/cor2/20090509/20090509_043730_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20090509/20090509_040730_d4c2B.fts	/gehme/data/stereo/secchi/L0/a/img/cor2/20090509/20090509_033730_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20090509/20090509_030730_d4c2B.fts
231	2009-05-11	13:22:00	2009-05-11	12:22:31	270	90/270	297.967	202.762	48.248	*	*	*	*	2009-05-11 13:22:00	2009-05-11 12:22:31	2009-05-11 12:22:00	2009-05-11 11:22:31	2009-05-11 11:22:00	2009-05-11 10:22:31	/gehme/data/stereo/secchi/L0/a/img/cor2/20090511/20090511_120730_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20090511/20090511_110730_d4c2B.fts	/gehme/data/stereo/secchi/L0/a/img/cor2/20090511/20090511_113730_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20090511/20090511_100730_d4c2B.fts
232	2009-05-13	14:22:00	2009-05-13	22:22:32	90	90	270.604	175.234	48.436	-46.933	48.794	*	*	2009-05-13 14:22:00	2009-05-13 22:22:32	2009-05-13 13:22:00	2009-05-13 21:22:32	2009-05-13 12:22:00	2009-05-13 20:22:32	/gehme/data/stereo/secchi/L0/a/img/cor2/20090513/20090513_130730_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20090513/20090513_210730_d4c2B.fts	/gehme/data/stereo/secchi/L0/a/img/cor2/20090513/20090513_120730_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20090513/20090513_200730_d4c2B.fts
233	2009-05-15	*	2009-05-15	12:22:32	*	45	245.431	149.904	48.612	-46.914	48.969	46.928	*		2009-05-15 12:22:32	NaT	2009-05-15 11:22:32	NaT	2009-05-15 10:22:32	*	/gehme/data/stereo/secchi/L0/b/img/cor2/20090515/20090515_110730_d4c2B.fts	*	/gehme/data/stereo/secchi/L0/b/img/cor2/20090515/20090515_100730_d4c2B.fts
234	2009-05-21	*	2009-05-21	19:22:35	*	135	162.808	66.719	49.213	-46.876	49.555	46.963	*		2009-05-21 19:22:35	NaT	2009-05-21 18:22:35	NaT	2009-05-21 17:22:35	*	/gehme/data/stereo/secchi/L0/b/img/cor2/20090521/20090521_180730_d4c2B.fts	*	/gehme/data/stereo/secchi/L0/b/img/cor2/20090521/20090521_170730_d4c2B.fts
235	2009-05-30	15:52:00	2009-05-29	19:22:37	270	270	57.772	320.865	50.023	-46.883	50.322	*	*	2009-05-30 15:52:00	2009-05-29 19:22:37	2009-05-30 14:52:00	2009-05-29 18:22:37	2009-05-30 13:52:00	2009-05-29 17:22:37	/gehme/data/stereo/secchi/L0/a/img/cor2/20090530/20090530_143730_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20090529/20090529_180730_d4c2B.fts	/gehme/data/stereo/secchi/L0/a/img/cor2/20090530/20090530_133730_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20090529/20090529_170730_d4c2B.fts
236	2009-05-31	00:22:00	2009-05-31	*	90	*	41.909	304.869	50.150	-46.890	50.440	47.079	97.519	2009-05-31 00:22:00		2009-05-30 23:22:00	NaT	2009-05-30 22:22:00	NaT	/gehme/data/stereo/secchi/L0/a/img/cor2/20090530/20090530_230730_d4c2A.fts	*	/gehme/data/stereo/secchi/L0/a/img/cor2/20090530/20090530_220730_d4c2A.fts	*
237	2009-05-31	17:22:00	2009-05-31	*	270	*	32.610	295.491	50.224	-46.895	50.510	47.091	*	2009-05-31 17:22:00		2009-05-31 16:22:00	NaT	2009-05-31 15:22:00	NaT	/gehme/data/stereo/secchi/L0/a/img/cor2/20090531/20090531_160730_d4c2A.fts	*	/gehme/data/stereo/secchi/L0/a/img/cor2/20090531/20090531_150730_d4c2A.fts	*
238	2009-06-02	16:22:00	2009-06-02	16:52:39	315	90	6.903	269.558	50.434	-46.911	50.703	*	*	2009-06-02 16:22:00	2009-06-02 16:52:39	2009-06-02 15:22:00	2009-06-02 15:52:39	2009-06-02 14:22:00	2009-06-02 14:52:39	/gehme/data/stereo/secchi/L0/a/img/cor2/20090602/20090602_150730_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20090602/20090602_153730_d4c2B.fts	/gehme/data/stereo/secchi/L0/a/img/cor2/20090602/20090602_140730_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20090602/20090602_143730_d4c2B.fts
239	2009-06-03	23:52:00	2009-06-03	*	90	*	349.674	252.175	50.575	-46.924	50.833	47.151	97.984	2009-06-03 23:52:00		2009-06-03 22:52:00	NaT	2009-06-03 21:52:00	NaT	/gehme/data/stereo/secchi/L0/a/img/cor2/20090603/20090603_223730_d4c2A.fts	*	/gehme/data/stereo/secchi/L0/a/img/cor2/20090603/20090603_213730_d4c2A.fts	*
240	2009-06-03	*	2009-06-03	00:22:39	*	90	2.527	265.144	50.469	-46.914	50.736	47.132	*		2009-06-03 00:22:39	NaT	2009-06-02 23:22:39	NaT	2009-06-02 22:22:39	*	/gehme/data/stereo/secchi/L0/b/img/cor2/20090602/20090602_230730_d4c2B.fts	*	/gehme/data/stereo/secchi/L0/b/img/cor2/20090602/20090602_220730_d4c2B.fts
241	2009-06-03	*	2009-06-03	07:52:39	*	270	358.425	261.005	50.503	-46.917	50.767	47.138	*		2009-06-03 07:52:39	NaT	2009-06-03 06:52:39	NaT	2009-06-03 05:52:39	*	/gehme/data/stereo/secchi/L0/b/img/cor2/20090603/20090603_063730_d4c2B.fts	*	/gehme/data/stereo/secchi/L0/b/img/cor2/20090603/20090603_053730_d4c2B.fts
242	2009-06-11	*	2009-06-11	11:22:42	*	90	251.509	153.069	51.402	-47.038	51.585	47.329	*		2009-06-11 11:22:42	NaT	2009-06-11 10:22:42	NaT	2009-06-11 09:22:42	*	/gehme/data/stereo/secchi/L0/b/img/cor2/20090611/20090611_100730_d4c2B.fts	*	/gehme/data/stereo/secchi/L0/b/img/cor2/20090611/20090611_090730_d4c2B.fts
243	2009-06-13	13:52:00	2009-06-13	14:52:43	90	270	223.894	125.171	51.639	-47.084	51.799	*	*	2009-06-13 13:52:00	2009-06-13 14:52:43	2009-06-13 12:52:00	2009-06-13 13:52:43	2009-06-13 11:52:00	2009-06-13 12:52:43	/gehme/data/stereo/secchi/L0/a/img/cor2/20090613/20090613_123730_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20090613/20090613_133730_d4c2B.fts	/gehme/data/stereo/secchi/L0/a/img/cor2/20090613/20090613_113730_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20090613/20090613_123730_d4c2B.fts
244	2009-06-16	02:52:00	2009-06-15	21:22:43	90	270	193.547	94.504	51.901	-47.141	52.034	*	*	2009-06-16 02:52:00	2009-06-15 21:22:43	2009-06-16 01:52:00	2009-06-15 20:22:43	2009-06-16 00:52:00	2009-06-15 19:22:43	/gehme/data/stereo/secchi/L0/a/img/cor2/20090616/20090616_013730_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20090615/20090615_200730_d4c2B.fts	/gehme/data/stereo/secchi/L0/a/img/cor2/20090616/20090616_005115_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20090615/20090615_190730_d4c2B.fts
245	2009-06-16	16:52:00	2009-06-16	16:52:44	270	270	182.885	83.728	51.994	-47.163	52.116	*	*	2009-06-16 16:52:00	2009-06-16 16:52:44	2009-06-16 15:52:00	2009-06-16 15:52:44	2009-06-16 14:52:00	2009-06-16 14:52:44	/gehme/data/stereo/secchi/L0/a/img/cor2/20090616/20090616_153730_d4c2A.fts	No img/double data	/gehme/data/stereo/secchi/L0/a/img/cor2/20090616/20090616_143730_d4c2A.fts	No img/double data
246	2009-06-19	*	2009-06-19	17:52:45	*	90	142.971	43.375	52.341	-47.254	52.426	47.596	*		2009-06-19 17:52:45	NaT	2009-06-19 16:52:45	NaT	2009-06-19 15:52:45	*	/gehme/data/stereo/secchi/L0/b/img/cor2/20090619/20090619_163730_d4c2B.fts	*	/gehme/data/stereo/secchi/L0/b/img/cor2/20090619/20090619_153730_d4c2B.fts
247	2009-06-20	06:22:00	2009-06-20	06:22:45	45	45	136.136	36.464	52.401	-47.271	52.479	*	*	2009-06-20 06:22:00	2009-06-20 06:22:45	2009-06-20 05:22:00	2009-06-20 05:22:45	2009-06-20 04:22:00	2009-06-20 04:22:45	/gehme/data/stereo/secchi/L0/a/img/cor2/20090620/20090620_050730_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20090620/20090620_050730_d4c2B.fts	/gehme/data/stereo/secchi/L0/a/img/cor2/20090620/20090620_040730_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20090620/20090620_040730_d4c2B.fts
248	2009-06-21	19:52:00	2009-06-21	17:52:45	315	45	116.727	16.835	52.571	-47.321	*	*	*	2009-06-21 19:52:00	2009-06-21 17:52:45	2009-06-21 18:52:00	2009-06-21 16:52:45	2009-06-21 17:52:00	2009-06-21 15:52:45	/gehme/data/stereo/secchi/L0/a/img/cor2/20090621/20090621_183730_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20090621/20090621_163730_d4c2B.fts	/gehme/data/stereo/secchi/L0/a/img/cor2/20090621/20090621_173730_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20090621/20090621_153730_d4c2B.fts
249	2009-06-23	14:52:00	2009-06-23	05:22:46	90	270	97.318	357.202	52.741	-47.375	52.780	47.732	*	2009-06-23 14:52:00	2009-06-23 05:22:46	2009-06-23 13:52:00	2009-06-23 04:22:46	2009-06-23 12:52:00	2009-06-23 03:22:46	/gehme/data/stereo/secchi/L0/a/img/cor2/20090623/20090623_133730_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20090623/20090623_040730_d4c2B.fts	/gehme/data/stereo/secchi/L0/a/img/cor2/20090623/20090623_123730_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20090623/20090623_030730_d4c2B.fts
250	2009-06-26	12:22:00	2009-06-26	12:22:47	90	45	54.127	313.502	53.120	-47.505	53.116	*	*	2009-06-26 12:22:00	2009-06-26 12:22:47	2009-06-26 11:22:00	2009-06-26 11:22:47	2009-06-26 10:22:00	2009-06-26 10:22:47	/gehme/data/stereo/secchi/L0/a/img/cor2/20090626/20090626_110730_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20090626/20090626_110730_d4c2B.fts	/gehme/data/stereo/secchi/L0/a/img/cor2/20090626/20090626_100730_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20090626/20090626_100730_d4c2B.fts
251	2009-06-27	*	2009-06-27	21:52:47	*	270	35.812	294.966	53.281	-47.565	53.259	47.935	101.194		2009-06-27 21:52:47	NaT	2009-06-27 20:52:47	NaT	2009-06-27 19:52:47	*	/gehme/data/stereo/secchi/L0/b/img/cor2/20090627/20090627_203730_d4c2B.fts	*	/gehme/data/stereo/secchi/L0/b/img/cor2/20090627/20090627_193730_d4c2B.fts
252	2009-06-30	*	2009-06-30	19:22:48	*	270	357.816	256.503	53.616	-47.698	53.555	48.072	*		2009-06-30 19:22:48	NaT	2009-06-30 18:22:48	NaT	2009-06-30 17:22:48	*	/gehme/data/stereo/secchi/L0/b/img/cor2/20090630/20090630_180730_d4c2B.fts	*	/gehme/data/stereo/secchi/L0/b/img/cor2/20090630/20090630_170730_d4c2B.fts
253	2009-07-02	*	2009-07-02	00:22:49	*	90	341.962	240.451	53.755	-47.756	53.679	48.132	*		2009-07-02 00:22:49	NaT	2009-07-01 23:22:49	NaT	2009-07-01 22:22:49	*	/gehme/data/stereo/secchi/L0/b/img/cor2/20090701/20090701_230730_d4c2B.fts	*	/gehme/data/stereo/secchi/L0/b/img/cor2/20090701/20090701_220730_d4c2B.fts
254	2009-07-03	02:22:00	2009-07-03	02:22:49	135	270	327.748	226.057	53.880	-47.811	53.790	48.187	*	2009-07-03 02:22:00	2009-07-03 02:22:49	2009-07-03 01:22:00	2009-07-03 01:22:49	2009-07-03 00:22:00	2009-07-03 00:22:49	/gehme/data/stereo/secchi/L0/a/img/cor2/20090703/20090703_010730_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20090703/20090703_010730_d4c2B.fts	/gehme/data/stereo/secchi/L0/a/img/cor2/20090703/20090703_000730_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20090703/20090703_000730_d4c2B.fts
255	2009-07-06	*	2009-07-06	01:22:49	*	270	288.933	186.744	54.221	-47.968	54.092	48.343	102.435		2009-07-06 01:22:49	NaT	2009-07-06 00:22:49	NaT	2009-07-05 23:22:49	*	/gehme/data/stereo/secchi/L0/b/img/cor2/20090706/20090706_000730_d4c2B.fts	*	/gehme/data/stereo/secchi/L0/b/img/cor2/20090705/20090705_230730_d4c2B.fts
256	2009-07-13	10:52:00	2009-07-13	*	90	*	191.892	88.413	55.061	-48.418	54.843	48.775	103.618	2009-07-13 10:52:00		2009-07-13 09:52:00	NaT	2009-07-13 08:52:00	NaT	/gehme/data/stereo/secchi/L0/a/img/cor2/20090713/20090713_093730_d4c2A.fts	*	/gehme/data/stereo/secchi/L0/a/img/cor2/20090713/20090713_083730_d4c2A.fts	*
257	2009-07-16	*	2009-07-16	22:22:49	*	135	146.239	42.134	55.447	-48.658	55.192	49.001	*		2009-07-16 22:22:49	NaT	2009-07-16 21:22:49	NaT	2009-07-16 20:22:49	*	/gehme/data/stereo/secchi/L0/b/img/cor2/20090716/20090716_210730_d4c2B.fts	*	/gehme/data/stereo/secchi/L0/b/img/cor2/20090716/20090716_200730_d4c2B.fts
258	2009-07-22	03:52:00	2009-07-22	*	270	*	77.619	332.554	56.013	-49.053	55.708	49.366	*	2009-07-22 03:52:00		2009-07-22 02:52:00	NaT	2009-07-22 01:52:00	NaT	/gehme/data/stereo/secchi/L0/a/img/cor2/20090722/20090722_023730_d4c2A.fts	*	/gehme/data/stereo/secchi/L0/a/img/cor2/20090722/20090722_013730_d4c2A.fts	*
259	2009-07-23	06:52:49	2009-07-23	08:22:00	90	270	62.855	317.580	56.132	-49.143	*	*	*	2009-07-23 06:52:49	2009-07-23 08:22:00	2009-07-23 05:52:49	2009-07-23 07:22:00	2009-07-23 04:52:49	2009-07-23 06:22:00	/gehme/data/stereo/secchi/L0/a/img/cor2/20090723/20090723_060730_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20090723/20090723_070730_d4c2B.fts	/gehme/data/stereo/secchi/L0/a/img/cor2/20090723/20090723_050730_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20090723/20090723_060730_d4c2B.fts
260	2009-07-26	02:52:00	2009-07-26	10:22:49	90	270	25.671	279.865	56.429	-49.377	56.093	49.662	*	2009-07-26 02:52:00	2009-07-26 10:22:49	2009-07-26 01:52:00	2009-07-26 09:22:49	2009-07-26 00:52:00	2009-07-26 08:22:49	/gehme/data/stereo/secchi/L0/a/img/cor2/20090726/20090726_013730_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20090726/20090726_090730_d4c2B.fts	/gehme/data/stereo/secchi/L0/a/img/cor2/20090726/20090726_005115_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20090726/20090726_080730_d4c2B.fts
261	2009-08-01	00:22:00	2009-08-01	00:22:49	45	45	201.360	308.285	57.028	-49.897	56.658	*	*	2009-08-01 00:22:00	2009-08-01 00:22:49	2009-07-31 23:22:00	2009-07-31 23:22:49	2009-07-31 22:22:00	2009-07-31 22:22:49	/gehme/data/stereo/secchi/L0/a/img/cor2/20090731/20090731_230730_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20090731/20090731_230730_d4c2B.fts	/gehme/data/stereo/secchi/L0/a/img/cor2/20090731/20090731_220730_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20090731/20090731_220730_d4c2B.fts
262	2009-08-04	18:22:00	2009-08-04	18:22:49	90	270	259.058	151.414	57.394	-50.250	57.010	50.449	*	2009-08-04 18:22:00	2009-08-04 18:22:49	2009-08-04 17:22:00	2009-08-04 17:22:49	2009-08-04 16:22:00	2009-08-04 16:22:49	No img/double data	/gehme/data/stereo/secchi/L0/b/img/cor2/20090804/20090804_170730_d4c2B.fts	No img/double data	/gehme/data/stereo/secchi/L0/b/img/cor2/20090804/20090804_160730_d4c2B.fts
263	2009-08-08	16:52:00	2009-08-08	01:52:49	90	90	215.568	107.286	57.707	-50.575	57.317	*	*	2009-08-08 16:52:00	2009-08-08 01:52:49	2009-08-08 15:52:00	2009-08-08 00:52:49	2009-08-08 14:52:00	2009-08-07 23:52:49	/gehme/data/stereo/secchi/L0/a/img/cor2/20090808/20090808_153730_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20090808/20090808_003730_d4c2B.fts	/gehme/data/stereo/secchi/L0/a/img/cor2/20090808/20090808_143730_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20090807/20090807_233730_d4c2B.fts
