no[#]	date_a	time_a	date_b	time_b	PA_a[deg]	PA_b[deg]	clong a[deg]	clong b[deg]	hlong a[deg]	hlong b[deg]	angle e-a[deg]	angle b-e[deg]	angle b-a[deg]	evento_a	evento_b	preevento_a_1h	preevento_b_1h	preevento_a_2h	preevento_b_2h	pre_a_1h_download_c2	pre_b_1h_download_c2	pre_a_2h_download_c2	pre_b_2h_download_c2
315	2010-01-10	22:08:15	2010-01-10	15:08:49	270	90	330.505	197.351	64.493	-68.660	64.210	*	*	2010-01-10 22:08:15	2010-01-10 15:08:49	2010-01-10 21:08:15	2010-01-10 14:08:49	2010-01-10 20:08:15	2010-01-10 13:08:49	/gehme/data/soho/lasco/level_05/c2/20100110/22322343.fts	/gehme/data/soho/lasco/level_05/c2/20100110/22322316.fts	/gehme/data/soho/lasco/level_05/c2/20100110/22322336.fts	/gehme/data/soho/lasco/level_05/c2/20100110/22322314.fts
316	2010-01-11	02:08:15	2010-01-11	08:08:49	270	90	324.482	191.279	64.507	-68.696	*	*	*	2010-01-11 02:08:15	2010-01-11 08:08:49	2010-01-11 01:08:15	2010-01-11 07:08:49	2010-01-11 00:08:15	2010-01-11 06:08:49	/gehme/data/soho/lasco/level_05/c2/20100111/22322357.fts	/gehme/data/soho/lasco/level_05/c2/20100111/22322397.fts	/gehme/data/soho/lasco/level_05/c2/20100111/22322350.fts	/gehme/data/soho/lasco/level_05/c2/20100111/22322390.fts
317	2010-01-13	07:08:15	2010-01-13	12:08:49	270	90	295.467	162.025	64.570	-68.871	*	*	*	2010-01-13 07:08:15	2010-01-13 12:08:49	2010-01-13 06:08:15	2010-01-13 11:08:49	2010-01-13 05:08:15	2010-01-13 10:08:49	/gehme/data/soho/lasco/level_05/c2/20100113/22322604.fts	/gehme/data/soho/lasco/level_05/c2/20100113/22322637.fts	/gehme/data/soho/lasco/level_05/c2/20100113/22322597.fts	/gehme/data/soho/lasco/level_05/c2/20100113/22322630.fts
318	2010-01-15	09:08:15	2010-01-15	13:08:48	90	90	268.093	134.432	64.629	-69.033	64.296	69.488	*	2010-01-15 09:08:15	2010-01-15 13:08:48	2010-01-15 08:08:15	2010-01-15 12:08:48	2010-01-15 07:08:15	2010-01-15 11:08:48	/gehme/data/soho/lasco/level_05/c2/20100115/22322830.fts	/gehme/data/soho/lasco/level_05/c2/20100115/22322858.fts	/gehme/data/soho/lasco/level_05/c2/20100115/22322825.fts	/gehme/data/soho/lasco/level_05/c2/20100115/22322851.fts
319	2010-01-17	07:08:15	2010-01-17	12:08:47	225	90	242.910	109.050	64.682	-69.178	*	*	*	2010-01-17 07:08:15	2010-01-17 12:08:47	2010-01-17 06:08:15	2010-01-17 11:08:47	2010-01-17 05:08:15	2010-01-17 10:08:47	/gehme/data/soho/lasco/level_05/c2/20100117/22323138.fts	/gehme/data/soho/lasco/level_05/c2/20100117/22323171.fts	/gehme/data/soho/lasco/level_05/c2/20100117/22323131.fts	/gehme/data/soho/lasco/level_05/c2/20100117/22323164.fts
320	2010-01-19	*	2010-01-19	00:08:47	*	135	220.464	86.430	64.730	-69.304	64.367	69.751	134.117		2010-01-19 00:08:47	NaT	2010-01-18 23:08:47	NaT	2010-01-18 22:08:47	*	/gehme/data/soho/lasco/level_05/c2/20100118/22323410.fts	*	/gehme/data/soho/lasco/level_05/c2/20100118/22323403.fts
321	2010-01-22	12:08:15	2010-01-22	15:08:46	90	270	174.477	40.096	64.826	-69.555	64.440	*	*	2010-01-22 12:08:15	2010-01-22 15:08:46	2010-01-22 11:08:15	2010-01-22 14:08:46	2010-01-22 10:08:15	2010-01-22 13:08:46	/gehme/data/soho/lasco/level_05/c2/20100122/22323674.fts	/gehme/data/soho/lasco/level_05/c2/20100122/22323682.fts	/gehme/data/soho/lasco/level_05/c2/20100122/22323671.fts	/gehme/data/soho/lasco/level_05/c2/20100122/22323679.fts
322	2010-01-24	00:08:15	2010-01-24	03:08:45	315	45	154.768	20.242	64.867	-69.659	*	*	*	2010-01-24 00:08:15	2010-01-24 03:08:45	2010-01-23 23:08:15	2010-01-24 02:08:45	2010-01-23 22:08:15	2010-01-24 01:08:45	/gehme/data/soho/lasco/level_05/c2/20100123/22323788.fts	/gehme/data/soho/lasco/level_05/c2/20100124/22323796.fts	/gehme/data/soho/lasco/level_05/c2/20100123/22323786.fts	/gehme/data/soho/lasco/level_05/c2/20100124/22323793.fts
323	2010-01-27	22:08:15	2010-01-27	23:09:04	315	45	103.305	328.413	64.974	-69.918	*	*	*	2010-01-27 22:08:15	2010-01-27 23:09:04	2010-01-27 21:08:15	2010-01-27 22:09:04	2010-01-27 20:08:15	2010-01-27 21:09:04	/gehme/data/soho/lasco/level_05/c2/20100127/22324094.fts	/gehme/data/soho/lasco/level_05/c2/20100127/22324102.fts	/gehme/data/soho/lasco/level_05/c2/20100127/22324083.fts	/gehme/data/soho/lasco/level_05/c2/20100127/22324094.fts
324	2010-01-29	05:08:15	2010-01-29	04:09:04	315	45	86.872	311.866	65.008	-69.998	*	*	*	2010-01-29 05:08:15	2010-01-29 04:09:04	2010-01-29 04:08:15	2010-01-29 03:09:04	2010-01-29 03:08:15	2010-01-29 02:09:04	/gehme/data/soho/lasco/level_05/c2/20100129/22324344.fts	/gehme/data/soho/lasco/level_05/c2/20100129/22324336.fts	/gehme/data/soho/lasco/level_05/c2/20100129/22324336.fts	/gehme/data/soho/lasco/level_05/c2/20100129/22324326.fts
325	2010-02-01	23:08:15	2010-02-01	22:09:04	135/270	225	37.598	262.262	65.109	-70.227	64.690	70.578	135.268	2010-02-01 23:08:15	2010-02-01 22:09:04	2010-02-01 22:08:15	2010-02-01 21:09:04	2010-02-01 21:08:15	2010-02-01 20:09:04	/gehme/data/soho/lasco/level_05/c2/20100201/22324951.fts	/gehme/data/soho/lasco/level_05/c2/20100201/22324943.fts	/gehme/data/soho/lasco/level_05/c2/20100201/22324943.fts	/gehme/data/soho/lasco/level_05/c2/20100201/22324932.fts
326	2010-02-03	13:08:15	2010-02-03	15:09:04	90/315	45/225	16.255	240.780	65.152	-70.322	64.733	*	*	2010-02-03 13:08:15	2010-02-03 15:09:04	2010-02-03 12:08:15	2010-02-03 14:09:04	2010-02-03 11:08:15	2010-02-03 13:09:04	No data	No data	No data	No data
327	2010-02-07	06:08:15	2010-02-07	07:09:04	90	270	327.527	191.747	65.250	-70.529	64.837	70.822	*	2010-02-07 06:08:15	2010-02-07 07:09:04	2010-02-07 05:08:15	2010-02-07 06:09:04	2010-02-07 04:08:15	2010-02-07 05:09:04	/gehme/data/soho/lasco/level_05/c2/20100207/22325193.fts	/gehme/data/soho/lasco/level_05/c2/20100207/22325195.fts	/gehme/data/soho/lasco/level_05/c2/20100207/22325191.fts	/gehme/data/soho/lasco/level_05/c2/20100207/22325193.fts
328	2010-02-08	13:08:15	2010-02-08	14:09:04	90	270	310.554	174.671	65.284	-70.598	64.875	*	*	2010-02-08 13:08:15	2010-02-08 14:09:04	2010-02-08 12:08:15	2010-02-08 13:09:04	2010-02-08 11:08:15	2010-02-08 12:09:04	/gehme/data/soho/lasco/level_05/c2/20100208/22325294.fts	/gehme/data/soho/lasco/level_05/c2/20100208/22325296.fts	/gehme/data/soho/lasco/level_05/c2/20100208/22325291.fts	/gehme/data/soho/lasco/level_05/c2/20100208/22325294.fts
329	2010-02-09	22:08:15	2010-02-09	23:09:04	270	90	292.486	156.496	65.320	-70.670	64.916	70.929	*	2010-02-09 22:08:15	2010-02-09 23:09:04	2010-02-09 21:08:15	2010-02-09 22:09:04	2010-02-09 20:08:15	2010-02-09 21:09:04	/gehme/data/soho/lasco/level_05/c2/20100209/22325402.fts	/gehme/data/soho/lasco/level_05/c2/20100209/22325404.fts	/gehme/data/soho/lasco/level_05/c2/20100209/22325395.fts	/gehme/data/soho/lasco/level_05/c2/20100209/22325402.fts
330	2010-02-10	11:08:15	2010-02-10	12:09:04	90	270	285.368	149.336	65.334	-70.697	64.932	70.949	*	2010-02-10 11:08:15	2010-02-10 12:09:04	2010-02-10 10:08:15	2010-02-10 11:09:04	2010-02-10 09:08:15	2010-02-10 10:09:04	/gehme/data/soho/lasco/level_05/c2/20100210/22325421.fts	/gehme/data/soho/lasco/level_05/c2/20100210/22325424.fts	/gehme/data/soho/lasco/level_05/c2/20100210/22325418.fts	/gehme/data/soho/lasco/level_05/c2/20100210/22325421.fts
331	2010-02-10	19:08:15	2010-02-10	20:09:04	90	270	280.988	144.931	65.343	-70.714	64.943	*	*	2010-02-10 19:08:15	2010-02-10 20:09:04	2010-02-10 18:08:15	2010-02-10 19:09:04	2010-02-10 17:08:15	2010-02-10 18:09:04	/gehme/data/soho/lasco/level_05/c2/20100210/22325447.fts	/gehme/data/soho/lasco/level_05/c2/20100210/22325449.fts	/gehme/data/soho/lasco/level_05/c2/20100210/22325444.fts	/gehme/data/soho/lasco/level_05/c2/20100210/22325447.fts
332	2010-02-11	*	2010-02-11	06:09:04	*	270	274.956	138.864	65.355	-70.737	64.957	70.978	*		2010-02-11 06:09:04	NaT	2010-02-11 05:09:04	NaT	2010-02-11 04:09:04	*	No data	*	No data
333	2010-02-11	21:08:15	2010-02-11	23:08:41	90	270	266.752	130.613	65.371	-70.768	64.976	*	*	2010-02-11 21:08:15	2010-02-11 23:08:41	2010-02-11 20:08:15	2010-02-11 22:08:41	2010-02-11 19:08:15	2010-02-11 21:08:41	/gehme/data/soho/lasco/level_05/c2/20100211/22325507.fts	/gehme/data/soho/lasco/level_05/c2/20100211/22325516.fts	/gehme/data/soho/lasco/level_05/c2/20100211/22325504.fts	/gehme/data/soho/lasco/level_05/c2/20100211/22325514.fts
334	2010-02-12	*	2010-02-12	11:08:41	*	270	259.087	122.904	65.387	-70.796	64.994	71.021	136.015		2010-02-12 11:08:41	NaT	2010-02-12 10:08:41	NaT	2010-02-12 09:08:41	*	No data	*	No data
335	2010-02-12	13:08:15	2010-02-12	14:08:40	90	270	257.991	121.802	65.389	-70.800	64.997	71.024	*	2010-02-12 13:08:15	2010-02-12 14:08:40	2010-02-12 12:08:15	2010-02-12 13:08:40	2010-02-12 11:08:15	2010-02-12 12:08:40	No data	/gehme/data/soho/lasco/level_05/c2/20100212/22325524.fts	No data	No data
336	2010-02-13	00:08:15	2010-02-13	00:08:40	45	315	251.969	115.746	65.401	-70.822	65.012	71.040	*	2010-02-13 00:08:15	2010-02-13 00:08:40	2010-02-12 23:08:15	2010-02-12 23:08:40	2010-02-12 22:08:15	2010-02-12 22:08:40	/gehme/data/soho/lasco/level_05/c2/20100212/22325554.fts	/gehme/data/soho/lasco/level_05/c2/20100212/22325554.fts	/gehme/data/soho/lasco/level_05/c2/20100212/22325552.fts	/gehme/data/soho/lasco/level_05/c2/20100212/22325552.fts
337	2010-02-14	08:08:15	2010-02-14	05:08:40	45	270	236.090	99.778	65.433	-70.879	65.050	*	*	2010-02-14 08:08:15	2010-02-14 05:08:40	2010-02-14 07:08:15	2010-02-14 04:08:40	2010-02-14 06:08:15	2010-02-14 03:08:40	/gehme/data/soho/lasco/level_05/c2/20100214/22325653.fts	/gehme/data/soho/lasco/level_05/c2/20100214/22325647.fts	/gehme/data/soho/lasco/level_05/c2/20100214/22325651.fts	/gehme/data/soho/lasco/level_05/c2/20100214/22325645.fts
338	2010-02-14	23:08:15	2010-02-15	05:08:40	45	270	226.234	89.868	65.453	-70.913	65.075	*	*	2010-02-14 23:08:15	2010-02-15 05:08:40	2010-02-14 22:08:15	2010-02-15 04:08:40	2010-02-14 21:08:15	2010-02-15 03:08:40	/gehme/data/soho/lasco/level_05/c2/20100214/22325705.fts	/gehme/data/soho/lasco/level_05/c2/20100215/22325724.fts	/gehme/data/soho/lasco/level_05/c2/20100214/22325703.fts	/gehme/data/soho/lasco/level_05/c2/20100215/22325721.fts
339	2010-02-15	15:08:15	2010-02-15	16:08:40	225	90	217.473	81.060	65.470	-70.943	*	*	*	2010-02-15 15:08:15	2010-02-15 16:08:40	2010-02-15 14:08:15	2010-02-15 15:08:40	2010-02-15 13:08:15	2010-02-15 14:08:40	/gehme/data/soho/lasco/level_05/c2/20100215/22325755.fts	/gehme/data/soho/lasco/level_05/c2/20100215/22325761.fts	/gehme/data/soho/lasco/level_05/c2/20100215/22325752.fts	/gehme/data/soho/lasco/level_05/c2/20100215/22325755.fts
340	2010-02-16	11:08:15	2010-02-16	11:08:40	90	270	206.522	70.050	65.492	-70.980	65.125	*	*	2010-02-16 11:08:15	2010-02-16 11:08:40	2010-02-16 10:08:15	2010-02-16 10:08:40	2010-02-16 09:08:15	2010-02-16 09:08:40	No data	No data	No data	No data
341	2010-02-20	14:08:15	2010-02-20	13:08:39	315	45	152.862	16.111	65.603	-71.147	65.270	*	*	2010-02-20 14:08:15	2010-02-20 13:08:39	2010-02-20 13:08:15	2010-02-20 12:08:39	2010-02-20 12:08:15	2010-02-20 11:08:39	/gehme/data/soho/lasco/level_05/c2/20100220/22326078.fts	/gehme/data/soho/lasco/level_05/c2/20100220/22326076.fts	/gehme/data/soho/lasco/level_05/c2/20100220/22326076.fts	/gehme/data/soho/lasco/level_05/c2/20100220/22326073.fts
342	2010-02-21	05:08:15	2010-02-21	05:08:39	315	45	144.101	7.307	65.622	-71.172	*	*	*	2010-02-21 05:08:15	2010-02-21 05:08:39	2010-02-21 04:08:15	2010-02-21 04:08:39	2010-02-21 03:08:15	2010-02-21 03:08:39	/gehme/data/soho/lasco/level_05/c2/20100221/22326128.fts	/gehme/data/soho/lasco/level_05/c2/20100221/22326128.fts	/gehme/data/soho/lasco/level_05/c2/20100221/22326126.fts	/gehme/data/soho/lasco/level_05/c2/20100221/22326126.fts
343	2010-02-22	09:08:15	2010-02-22	10:08:38	270	45	128.769	351.899	65.654	-71.215	65.339	*	*	2010-02-22 09:08:15	2010-02-22 10:08:38	2010-02-22 08:08:15	2010-02-22 09:08:38	2010-02-22 07:08:15	2010-02-22 08:08:38	/gehme/data/soho/lasco/level_05/c2/20100222/22326216.fts	/gehme/data/soho/lasco/level_05/c2/20100222/22326222.fts	/gehme/data/soho/lasco/level_05/c2/20100222/22326213.fts	/gehme/data/soho/lasco/level_05/c2/20100222/22326216.fts
344	2010-02-22	14:08:15	2010-02-22	16:08:38	270	0/90	126.031	349.148	65.660	-71.223	65.347	*	*	2010-02-22 14:08:15	2010-02-22 16:08:38	2010-02-22 13:08:15	2010-02-22 15:08:38	2010-02-22 12:08:15	2010-02-22 14:08:38	/gehme/data/soho/lasco/level_05/c2/20100222/22326233.fts	/gehme/data/soho/lasco/level_05/c2/20100222/22326242.fts	/gehme/data/soho/lasco/level_05/c2/20100222/22326231.fts	/gehme/data/soho/lasco/level_05/c2/20100222/22326236.fts
345	2010-02-23	*	2010-02-23	13:08:38	*	45	113.436	336.493	65.687	-71.256	65.384	71.319	*		2010-02-23 13:08:38	NaT	2010-02-23 12:08:38	NaT	2010-02-23 11:08:38	*	/gehme/data/soho/lasco/level_05/c2/20100223/22326307.fts	*	/gehme/data/soho/lasco/level_05/c2/20100223/22326304.fts
346	2010-02-24	06:08:15	2010-02-24	05:08:38	270	90	104.675	327.690	65.707	-71.279	*	*	*	2010-02-24 06:08:15	2010-02-24 05:08:38	2010-02-24 05:08:15	2010-02-24 04:08:38	2010-02-24 04:08:15	2010-02-24 03:08:38	/gehme/data/soho/lasco/level_05/c2/20100224/22326362.fts	/gehme/data/soho/lasco/level_05/c2/20100224/22326359.fts	/gehme/data/soho/lasco/level_05/c2/20100224/22326359.fts	/gehme/data/soho/lasco/level_05/c2/20100224/22326356.fts
347	2010-02-25	01:08:15	2010-02-25	02:08:38	135/225	225/45	93.724	316.687	65.731	-71.306	65.443	*	*	2010-02-25 01:08:15	2010-02-25 02:08:38	2010-02-25 00:08:15	2010-02-25 01:08:38	2010-02-24 23:08:15	2010-02-25 00:08:38	/gehme/data/soho/lasco/level_05/c2/20100225/22326424.fts	/gehme/data/soho/lasco/level_05/c2/20100225/22326426.fts	/gehme/data/soho/lasco/level_05/c2/20100224/22326421.fts	/gehme/data/soho/lasco/level_05/c2/20100225/22326424.fts
348	2010-02-25	18:08:15	2010-02-26	02:08:38	135	225	84.415	307.335	65.752	-71.328	65.472	71.357	*	2010-02-25 18:08:15	2010-02-26 02:08:38	2010-02-25 17:08:15	2010-02-26 01:08:38	2010-02-25 16:08:15	2010-02-26 00:08:38	/gehme/data/soho/lasco/level_05/c2/20100225/22326477.fts	/gehme/data/soho/lasco/level_05/c2/20100226/22326500.fts	/gehme/data/soho/lasco/level_05/c2/20100225/22326474.fts	/gehme/data/soho/lasco/level_05/c2/20100226/22326498.fts
349	2010-02-28	11:08:15	2010-02-28	12:08:37	135	225	48.821	271.581	65.833	-71.408	65.585	*	*	2010-02-28 11:08:15	2010-02-28 12:08:37	2010-02-28 10:08:15	2010-02-28 11:08:37	2010-02-28 09:08:15	2010-02-28 10:08:37	/gehme/data/soho/lasco/level_05/c2/20100228/22326681.fts	/gehme/data/soho/lasco/level_05/c2/20100228/22326685.fts	/gehme/data/soho/lasco/level_05/c2/20100228/22326679.fts	/gehme/data/soho/lasco/level_05/c2/20100228/22326681.fts
350	2010-02-28	18:08:15	2010-02-28	19:08:37	315	45	44.988	267.731	65.842	-71.416	*	*	*	2010-02-28 18:08:15	2010-02-28 19:08:37	2010-02-28 17:08:15	2010-02-28 18:08:37	2010-02-28 16:08:15	2010-02-28 17:08:37	/gehme/data/soho/lasco/level_05/c2/20100228/22326705.fts	/gehme/data/soho/lasco/level_05/c2/20100228/22326708.fts	/gehme/data/soho/lasco/level_05/c2/20100228/22326702.fts	/gehme/data/soho/lasco/level_05/c2/20100228/22326705.fts
351	2010-03-01	09:08:15	2010-03-01	08:08:37	135/180	225	37.322	260.031	65.859	-71.432	65.623	71.405	*	2010-03-01 09:08:15	2010-03-01 08:08:37	2010-03-01 08:08:15	2010-03-01 07:08:37	2010-03-01 07:08:15	2010-03-01 06:08:37	/gehme/data/soho/lasco/level_05/c2/20100301/22326752.fts	/gehme/data/soho/lasco/level_05/c2/20100301/22326749.fts	/gehme/data/soho/lasco/level_05/c2/20100301/22326749.fts	/gehme/data/soho/lasco/level_05/c2/20100301/22326747.fts
352	2010-03-02	01:08:15	2010-03-02	01:08:37	90	45/135	28.013	250.681	65.881	-71.450	65.653	*	*	2010-03-02 01:08:15	2010-03-02 01:08:37	2010-03-02 00:08:15	2010-03-02 00:08:37	2010-03-01 23:08:15	2010-03-01 23:08:37	/gehme/data/soho/lasco/level_05/c2/20100302/22326806.fts	/gehme/data/soho/lasco/level_05/c2/20100302/22326806.fts	/gehme/data/soho/lasco/level_05/c2/20100301/22326803.fts	/gehme/data/soho/lasco/level_05/c2/20100301/22326803.fts
353	2010-03-02	18:08:15	2010-03-02	*	270	*	18.704	241.332	65.903	-71.468	65.685	71.419	*	2010-03-02 18:08:15		2010-03-02 17:08:15	NaT	2010-03-02 16:08:15	NaT	/gehme/data/soho/lasco/level_05/c2/20100302/22326861.fts	*	/gehme/data/soho/lasco/level_05/c2/20100302/22326860.fts	*
354	2010-03-04	03:08:15	2010-03-04	01:08:37	135	90	1.728	224.285	65.944	-71.499	65.742	71.430	*	2010-03-04 03:08:15	2010-03-04 01:08:37	2010-03-04 02:08:15	2010-03-04 00:08:37	2010-03-04 01:08:15	2010-03-03 23:08:37	/gehme/data/soho/lasco/level_05/c2/20100304/22326966.fts	/gehme/data/soho/lasco/level_05/c2/20100304/22326961.fts	/gehme/data/soho/lasco/level_05/c2/20100304/22326963.fts	/gehme/data/soho/lasco/level_05/c2/20100303/22326958.fts
355	2010-03-05	03:08:15	2010-03-05	06:08:37	270	270	347.491	209.989	65.979	-71.523	65.792	*	*	2010-03-05 03:08:15	2010-03-05 06:08:37	2010-03-05 02:08:15	2010-03-05 05:08:37	2010-03-05 01:08:15	2010-03-05 04:08:37	/gehme/data/soho/lasco/level_05/c2/20100305/22327044.fts	/gehme/data/soho/lasco/level_05/c2/20100305/22327056.fts	/gehme/data/soho/lasco/level_05/c2/20100305/22327041.fts	/gehme/data/soho/lasco/level_05/c2/20100305/22327053.fts
356	2010-03-06	00:08:15	2010-03-06	00:08:37	270	90	335.991	198.442	66.007	-71.541	65.832	*	*	2010-03-06 00:08:15	2010-03-06 00:08:37	2010-03-05 23:08:15	2010-03-05 23:08:37	2010-03-05 22:08:15	2010-03-05 22:08:37	/gehme/data/soho/lasco/level_05/c2/20100305/22327110.fts	/gehme/data/soho/lasco/level_05/c2/20100305/22327110.fts	/gehme/data/soho/lasco/level_05/c2/20100305/22327108.fts	/gehme/data/soho/lasco/level_05/c2/20100305/22327108.fts
357	2010-03-06	09:08:15	2010-03-06	10:08:37	90	270	331.063	193.494	66.019	-71.549	65.849	*	*	2010-03-06 09:08:15	2010-03-06 10:08:37	2010-03-06 08:08:15	2010-03-06 09:08:37	2010-03-06 07:08:15	2010-03-06 08:08:37	/gehme/data/soho/lasco/level_05/c2/20100306/22327137.fts	/gehme/data/soho/lasco/level_05/c2/20100306/22327140.fts	/gehme/data/soho/lasco/level_05/c2/20100306/22327135.fts	/gehme/data/soho/lasco/level_05/c2/20100306/22327137.fts
358	2010-03-07	00:08:15	2010-03-07	*	270	*	322.849	185.247	66.040	-71.561	65.879	71.448	*	2010-03-07 00:08:15		2010-03-06 23:08:15	NaT	2010-03-06 22:08:15	NaT	/gehme/data/soho/lasco/level_05/c2/20100306/22327191.fts	*	/gehme/data/soho/lasco/level_05/c2/20100306/22327189.fts	*
359	2010-03-09	08:08:15	2010-03-09	12:08:36	270	90	292.183	154.462	66.118	-71.603	65.990	*	*	2010-03-09 08:08:15	2010-03-09 12:08:36	2010-03-09 07:08:15	2010-03-09 11:08:36	2010-03-09 06:08:15	2010-03-09 10:08:36	/gehme/data/soho/lasco/level_05/c2/20100309/22327371.fts	/gehme/data/soho/lasco/level_05/c2/20100309/22327386.fts	/gehme/data/soho/lasco/level_05/c2/20100309/22327369.fts	/gehme/data/soho/lasco/level_05/c2/20100309/22327383.fts
360	2010-03-10	02:08:15	2010-03-10	02:08:36	270	90	282.326	144.567	66.144	-71.615	66.027	71.457	*	2010-03-10 02:08:15	2010-03-10 02:08:36	2010-03-10 01:08:15	2010-03-10 01:08:36	2010-03-10 00:08:15	2010-03-10 00:08:36	/gehme/data/soho/lasco/level_05/c2/20100310/22327427.fts	/gehme/data/soho/lasco/level_05/c2/20100310/22327427.fts	/gehme/data/soho/lasco/level_05/c2/20100310/22327425.fts	/gehme/data/soho/lasco/level_05/c2/20100310/22327425.fts
361	2010-03-10	11:08:15	2010-03-10	11:08:36	45	315	277.397	139.620	66.157	-71.620	*	*	*	2010-03-10 11:08:15	2010-03-10 11:08:36	2010-03-10 10:08:15	2010-03-10 10:08:36	2010-03-10 09:08:15	2010-03-10 09:08:36	/gehme/data/soho/lasco/level_05/c2/20100310/22327459.fts	/gehme/data/soho/lasco/level_05/c2/20100310/22327459.fts	/gehme/data/soho/lasco/level_05/c2/20100310/22327456.fts	/gehme/data/soho/lasco/level_05/c2/20100310/22327456.fts
362	2010-03-12	11:08:15	2010-03-12	04:08:36	90	0/270	254.946	117.085	66.217	-71.644	66.131	71.457	*	2010-03-12 11:08:15	2010-03-12 04:08:36	2010-03-12 10:08:15	2010-03-12 03:08:36	2010-03-12 09:08:15	2010-03-12 02:08:36	/gehme/data/soho/lasco/level_05/c2/20100312/22327616.fts	/gehme/data/soho/lasco/level_05/c2/20100312/22327593.fts	/gehme/data/soho/lasco/level_05/c2/20100312/22327613.fts	/gehme/data/soho/lasco/level_05/c2/20100312/22327587.fts
363	2010-03-13	20:08:15	2010-03-13	19:08:36	90	270	233.589	95.651	66.275	-71.663	66.214	*	*	2010-03-13 20:08:15	2010-03-13 19:08:36	2010-03-13 19:08:15	2010-03-13 18:08:36	2010-03-13 18:08:15	2010-03-13 17:08:36	/gehme/data/soho/lasco/level_05/c2/20100313/22327719.fts	/gehme/data/soho/lasco/level_05/c2/20100313/22327717.fts	/gehme/data/soho/lasco/level_05/c2/20100313/22327717.fts	/gehme/data/soho/lasco/level_05/c2/20100313/22327714.fts
364	2010-03-14	06:08:15	2010-03-14	05:08:36	90	270	228.113	90.155	66.291	-71.667	66.235	*	*	2010-03-14 06:08:15	2010-03-14 05:08:36	2010-03-14 05:08:15	2010-03-14 04:08:36	2010-03-14 04:08:15	2010-03-14 03:08:36	/gehme/data/soho/lasco/level_05/c2/20100314/22327751.fts	/gehme/data/soho/lasco/level_05/c2/20100314/22327749.fts	/gehme/data/soho/lasco/level_05/c2/20100314/22327749.fts	/gehme/data/soho/lasco/level_05/c2/20100314/22327747.fts
365	2010-03-14	13:08:15	2010-03-14	14:08:36	225	90	223.733	85.759	66.303	-71.671	66.253	*	*	2010-03-14 13:08:15	2010-03-14 14:08:36	2010-03-14 12:08:15	2010-03-14 13:08:36	2010-03-14 11:08:15	2010-03-14 12:08:36	/gehme/data/soho/lasco/level_05/c2/20100314/22327773.fts	/gehme/data/soho/lasco/level_05/c2/20100314/22327775.fts	/gehme/data/soho/lasco/level_05/c2/20100314/22327770.fts	/gehme/data/soho/lasco/level_05/c2/20100314/22327773.fts
366	2010-03-15	*	2010-03-15	04:08:36	*	90	215.519	77.516	66.326	-71.676	66.285	71.449	*		2010-03-15 04:08:36	NaT	2010-03-15 03:08:36	NaT	2010-03-15 02:08:36	*	/gehme/data/soho/lasco/level_05/c2/20100315/22327823.fts	*	/gehme/data/soho/lasco/level_05/c2/20100315/22327817.fts
367	2010-03-15	10:08:15	2010-03-15	13:08:36	225	90	212.233	74.219	66.336	-71.678	66.298	*	*	2010-03-15 10:08:15	2010-03-15 13:08:36	2010-03-15 09:08:15	2010-03-15 12:08:36	2010-03-15 08:08:15	2010-03-15 11:08:36	/gehme/data/soho/lasco/level_05/c2/20100315/22327843.fts	/gehme/data/soho/lasco/level_05/c2/20100315/22327852.fts	/gehme/data/soho/lasco/level_05/c2/20100315/22327837.fts	/gehme/data/soho/lasco/level_05/c2/20100315/22327849.fts
368	2010-03-17	18:08:15	2010-03-17	17:08:36	225	135	182.115	43.998	66.423	-71.694	66.421	*	*	2010-03-17 18:08:15	2010-03-17 17:08:36	2010-03-17 17:08:15	2010-03-17 16:08:36	2010-03-17 16:08:15	2010-03-17 15:08:36	/gehme/data/soho/lasco/level_05/c2/20100317/22328022.fts	/gehme/data/soho/lasco/level_05/c2/20100317/22328019.fts	/gehme/data/soho/lasco/level_05/c2/20100317/22328019.fts	/gehme/data/soho/lasco/level_05/c2/20100317/22328016.fts
369	2010-03-19	20:08:15	2010-03-19	21:08:35	90	270	154.188	15.977	66.509	-71.703	66.539	71.418	*	2010-03-19 20:08:15	2010-03-19 21:08:35	2010-03-19 19:08:15	2010-03-19 20:08:35	2010-03-19 18:08:15	2010-03-19 19:08:35	/gehme/data/soho/lasco/level_05/c2/20100319/22328180.fts	/gehme/data/soho/lasco/level_05/c2/20100319/22328182.fts	/gehme/data/soho/lasco/level_05/c2/20100319/22328178.fts	/gehme/data/soho/lasco/level_05/c2/20100319/22328180.fts
