no[#]	date_a	time_a	date_b	time_b	PA_a[deg]	PA_b[deg]	clong a[deg]	clong b[deg]	hlong a[deg]	hlong b[deg]	angle e-a[deg]	angle b-e[deg]	angle b-a[deg]	evento_a	evento_b	preevento_a_1h	preevento_b_1h	preevento_a_2h	preevento_b_2h
110	2008-03-25	04:22:20	2008-03-25	04:22:42	270	270	315.898	268.489	23.539	-23.870	23.451	23.690	47.141	2008-03-25 04:22:20	2008-03-25 04:22:42	2008-03-25 03:22:20	2008-03-25 03:22:42	2008-03-25 02:22:20	2008-03-25 02:22:42
111	2008-03-25	19:22:20	2008-03-25	19:52:42	90	90	307.685	260.247	23.568	-23.870	23.484	23.691	47.174	2008-03-25 19:22:20	2008-03-25 19:52:42	2008-03-25 18:22:20	2008-03-25 18:52:42	2008-03-25 17:22:20	2008-03-25 17:52:42
112	2008-03-26	22:22:20	2008-03-26	23:22:43	270	270	292.901	245.410	23.622	-23.869	23.544	*	*	2008-03-26 22:22:20	2008-03-26 23:22:43	2008-03-26 21:22:20	2008-03-26 22:22:43	2008-03-26 20:22:20	2008-03-26 21:22:43
113	2008-04-05	16:22:20	2008-04-05	16:52:45	270	270	164.772	116.781	24.119	-23.873	24.104	23.726	47.830	2008-04-05 16:22:20	2008-04-05 16:52:45	2008-04-05 15:22:20	2008-04-05 15:52:45	2008-04-05 14:22:20	2008-04-05 14:52:45
114	2008-04-05	23:22:20	2008-04-05	23:52:46	270	270	160.939	112.931	24.134	-23.873	24.122	*	*	2008-04-05 23:22:20	2008-04-05 23:52:46	2008-04-05 22:22:20	2008-04-05 22:52:46	2008-04-05 21:22:20	2008-04-05 21:52:46
115	2008-04-08	17:52:20	2008-04-08	*	270	*	124.525	76.358	24.288	-23.879	24.294	23.746	*	2008-04-08 17:52:20		2008-04-08 16:52:20		2008-04-08 15:52:20	
116	2008-04-09	11:22:20	2008-04-09	11:22:47	225	225	114.942	66.732	24.329	-23.881	24.341	23.751	48.092	2008-04-09 11:22:20	2008-04-09 11:22:47	2008-04-09 10:22:20	2008-04-09 10:22:47	2008-04-09 09:22:20	2008-04-09 09:22:47
117	2008-04-09	18:22:20	2008-04-09	*	0	*	111.109	62.881	24.346	-23.882	24.359	23.753	48.113	2008-04-09 18:22:20		2008-04-09 17:22:20		2008-04-09 16:22:20	
118	2008-04-12	01:22:20	2008-04-12	01:22:48	45	45	80.991	32.623	24.479	-23.889	24.509	23.772	*	2008-04-12 01:22:20	2008-04-12 01:22:48	2008-04-12 00:22:20	2008-04-12 00:22:48	2008-04-11 23:22:20	2008-04-11 23:22:48
119	2008-04-14	06:22:20	2008-04-14	06:52:48	135	135	51.968	3.459	24.612	-23.897	24.657	*	*	2008-04-14 06:22:20	2008-04-14 06:52:48	2008-04-14 05:22:20	2008-04-14 05:52:48	2008-04-14 04:22:20	2008-04-14 04:52:48
120	2008-04-16	*	2008-04-16	12:22:49	*	90	22.398	333.739	24.752	-23.907	24.813	23.815	*		2008-04-16 12:22:49		2008-04-16 11:22:49		2008-04-16 10:22:49
121	2008-04-26	14:52:20	2008-04-26	15:52:53	45	315	249.605	200.189	25.431	-23.985	25.558	*	*	2008-04-26 14:52:20	2008-04-26 15:52:53	2008-04-26 13:52:20	2008-04-26 14:52:53	2008-04-26 12:52:20	2008-04-26 13:52:53
122	2008-04-27	21:22:53	2008-04-27	*	90	*	232.904	183.382	25.522	-24.000	25.657	23.980	*	2008-04-27 21:22:53		2008-04-27 20:22:53		2008-04-27 19:22:53	
123	2008-05-01	22:22:55	2008-05-01	*	90	*	179.788	129.915	25.819	-24.054	25.978	24.062	*	2008-05-01 22:22:55		2008-05-01 21:22:55		2008-05-01 20:22:55	
124	2008-05-02	11:52:20	2008-05-02	18:52:55	225	225	172.396	122.472	25.862	-24.062	26.023	*	*	2008-05-02 11:52:20	2008-05-02 18:52:55	2008-05-02 10:52:20	2008-05-02 17:52:55	2008-05-02 09:52:20	2008-05-02 16:52:55
125	2008-05-17	10:52:20	2008-05-17	12:23:01	90	90	335.836	284.365	27.088	-24.383	27.307	*	*	2008-05-17 10:52:20	2008-05-17 12:23:01	2008-05-17 09:52:20	2008-05-17 11:23:01	2008-05-17 08:52:20	2008-05-17 10:23:01
126	2008-05-19	04:52:20	2008-05-19	*	90	*	312.843	261.166	27.244	-24.432	27.466	24.556	52.021	2008-05-19 04:52:20		2008-05-19 03:52:20		2008-05-19 02:52:20	
127	2008-05-23	20:22:20	2008-05-23	20:53:03	225	225	251.806	199.557	27.670	-24.579	27.897	24.729	*	2008-05-23 20:22:20	2008-05-23 20:53:03	2008-05-23 19:22:20	2008-05-23 19:53:03	2008-05-23 18:22:20	2008-05-23 18:53:03
128	2008-05-25	12:22:20	2008-05-25	*	90	*	229.911	177.448	27.827	-24.637	28.054	24.796	52.850	2008-05-25 12:22:20		2008-05-25 11:22:20		2008-05-25 10:22:20	
129	2008-05-27	04:22:20	2008-05-27	*	270	*	208.017	155.334	27.985	-24.698	28.212	24.866	*	2008-05-27 04:22:20		2008-05-27 03:22:20		2008-05-27 02:22:20	
130	2008-06-01	23:22:20	2008-06-01	*	90	*	131.941	78.458	28.550	-24.934	28.770	25.129	53.898	2008-06-01 23:22:20		2008-06-01 22:22:20		2008-06-01 21:22:20	
131	2008-06-10	13:22:20	2008-06-10	*	90	*	19.218	324.443	29.425	-25.350	29.617	25.575	*	2008-06-10 13:22:20		2008-06-10 12:22:20		2008-06-10 11:22:20	
132	2008-06-12	05:52:20	2008-06-12	07:53:03	90	90	357.059	302.016	29.603	-25.441	29.787	*	*	2008-06-12 05:52:20	2008-06-12 07:53:03	2008-06-12 04:52:20	2008-06-12 06:53:03	2008-06-12 03:52:20	2008-06-12 05:53:03
133	2008-06-15	01:22:20	2008-06-15	03:53:11	135	225	320.131	264.629	29.902	-25.599	30.072	*	*	2008-06-15 01:22:20	2008-06-15 03:53:11	2008-06-15 00:22:20	2008-06-15 02:53:11	2008-06-14 23:22:20	2008-06-15 01:53:11
134	2008-06-26	04:22:20	2008-06-26	04:23:14	225	90	174.085	116.656	31.120	-26.309	*	*	*	2008-06-26 04:22:20	2008-06-26 04:23:14	2008-06-26 03:22:20	2008-06-26 03:23:14	2008-06-26 02:22:20	2008-06-26 02:23:14
135	2008-06-30	14:22:20	2008-06-30	*	0	*	116.115	57.874	31.611	-26.630	31.671	26.864	58.534	2008-06-30 14:22:20		2008-06-30 13:22:20		2008-06-30 12:22:20	
136	2008-07-01	04:52:20	2008-07-01	*	315	*	108.186	49.832	31.679	-26.676	31.733	26.908	*	2008-07-01 04:52:20		2008-07-01 03:52:20		2008-07-01 02:52:20	
137	2008-07-06	15:52:20	2008-07-06	16:23:17	135	135	36.553	337.158	32.288	-27.106	32.295	*	*	2008-07-06 15:52:20	2008-07-06 16:23:17	2008-07-06 14:52:20	2008-07-06 15:23:17	2008-07-06 13:52:20	2008-07-06 14:23:17
138	2008-07-07	13:22:20	2008-07-07	19:23:17	135	225	24.797	325.229	32.389	-27.180	32.387	27.396	*	2008-07-07 13:22:20	2008-07-07 19:23:17	2008-07-07 12:22:20	2008-07-07 18:23:17	2008-07-07 11:22:20	2008-07-07 17:23:17
139	2008-07-21	12:22:20	2008-07-21	*	135	*	201.642	139.273	33.944	-28.425	33.818	28.577	*	2008-07-21 12:22:20		2008-07-21 11:22:20		2008-07-21 10:22:20	
140	2008-07-31	02:22:20	2008-07-31	*	45	*	75.900	11.541	34.972	-29.387	34.773	29.476	*	2008-07-31 02:22:20		2008-07-31 01:22:20		2008-07-31 00:22:20	
141	2008-07-31	06:22:20	2008-07-31	*	270	*	73.713	9.319	34.989	-29.405	34.789	29.492	64.281	2008-07-31 06:22:20		2008-07-31 05:22:20		2008-07-31 04:22:20	
142	2008-08-07	02:52:20	2008-08-07	*	90	*	343.775	277.943	35.691	-30.141	35.450	30.177	*	2008-08-07 02:52:20		2008-08-07 01:52:20		2008-08-07 00:52:20	
143	2008-08-17	00:22:20	2008-08-17	00:23:23	270	270	213.907	146.003	36.646	-31.257	36.372	*	*	2008-08-17 00:22:20	2008-08-17 00:23:23	2008-08-16 23:22:20	2008-08-16 23:23:23	2008-08-16 22:22:20	2008-08-16 22:23:23
144	2008-08-31	00:22:20	2008-08-31	00:23:23	135	225	30.117	319.347	37.846	-32.924	37.582	*	*	2008-08-31 00:22:20	2008-08-31 00:23:23	2008-08-30 23:22:20	2008-08-30 23:23:23	2008-08-30 22:22:20	2008-08-30 22:23:23
145	2008-09-08	02:22:20	2008-09-08	03:53:22	270	90	283.959	211.594	38.448	-33.917	*	*	*	2008-09-08 02:22:20	2008-09-08 03:53:22	2008-09-08 01:22:20	2008-09-08 02:53:22	2008-09-08 00:22:20	2008-09-08 01:53:22
148	2008-09-12	14:22:20	2008-09-12	14:23:21	90	90	224.846	151.618	38.756	-34.472	38.560	*	*	2008-09-12 14:22:20	2008-09-12 14:23:21	2008-09-12 13:22:20	2008-09-12 13:23:21	2008-09-12 12:22:20	2008-09-12 12:23:21
149	2008-09-14	00:22:20	2008-09-14	02:53:21	270	90	206.235	132.738	38.850	-34.647	38.664	*	*	2008-09-14 00:22:20	2008-09-14 02:53:21	2008-09-13 23:22:20	2008-09-14 01:53:21	2008-09-13 22:22:20	2008-09-14 00:53:21
150	2008-09-19	*	2008-09-19	10:23:20	*	45	135.053	60.550	39.187	-35.316	39.047	35.062	*		2008-09-19 10:23:20		2008-09-19 09:23:20		2008-09-19 08:23:20
151	2008-09-20	02:52:20	2008-09-20	*	315	*	126.028	51.399	39.228	-35.401	39.094	35.145	*	2008-09-20 02:52:20		2008-09-20 01:52:20		2008-09-20 00:52:20	
152	2008-10-04	08:22:20	2008-10-04	08:23:18	45	90	298.987	221.873	39.968	-37.146	39.979	36.878	*	2008-10-04 08:22:20	2008-10-04 08:23:18	2008-10-04 07:22:20	2008-10-04 07:23:18	2008-10-04 06:22:20	2008-10-04 06:23:18
153	2008-10-05	20:52:20	2008-10-05	*	270	*	278.990	201.624	40.037	-37.329	40.064	37.064	*	2008-10-05 20:52:20		2008-10-05 19:52:20		2008-10-05 18:52:20	
154	2008-10-09	06:52:20	2008-10-09	09:53:16	315	315	234.062	156.139	40.186	-37.737	40.250	*	*	2008-10-09 06:52:20	2008-10-09 09:53:16	2008-10-09 05:52:20	2008-10-09 08:53:16	2008-10-09 04:52:20	2008-10-09 07:53:16
155	2008-10-12	08:22:20	2008-10-12	*	90	*	193.788	115.376	40.313	-38.099	40.410	37.851	*	2008-10-12 08:22:20		2008-10-12 07:22:20		2008-10-12 06:22:20	
156	2008-10-17	09:52:20	2008-10-17	10:53:14	270	90	127.205	48.007	40.511	-38.686	40.659	*	*	2008-10-17 09:52:20	2008-10-17 10:53:14	2008-10-17 08:52:20	2008-10-17 09:53:14	2008-10-17 07:52:20	2008-10-17 08:53:14
157	2008-10-21	09:53:13	2008-10-21	14:22:20	45/270	315	74.581	354.783	40.656	-39.143	40.841	*	*	2008-10-21 09:53:13	2008-10-21 14:22:20	2008-10-21 08:53:13	2008-10-21 13:22:20	2008-10-21 07:53:13	2008-10-21 12:22:20
158	2008-10-26	23:52:20	2008-10-26	22:23:11	270	270	1.957	281.356	40.840	-39.760	41.072	39.600	*	2008-10-26 23:52:20	2008-10-26 22:23:11	2008-10-26 22:52:20	2008-10-26 21:23:11	2008-10-26 21:52:20	2008-10-26 20:23:11
159	2008-10-30	15:22:20	2008-10-30	*	270	*	313.181	232.060	40.956	-40.165	41.214	40.036	*	2008-10-30 15:22:20		2008-10-30 14:22:20		2008-10-30 13:22:20	
160	2008-11-01	*	2008-11-01	05:23:10	*	90	292.341	211.002	41.004	-40.336	41.271	40.220	*		2008-11-01 05:23:10		2008-11-01 04:23:10		2008-11-01 03:23:10
161	2008-11-02	*	2008-11-02	05:23:09	*	270	279.185	197.709	41.033	-40.443	41.307	40.336	*		2008-11-02 05:23:09		2008-11-02 04:23:09		2008-11-02 03:23:09
162	2008-11-03	01:22:20	2008-11-03	01:53:09	45	315	268.231	186.642	41.058	-40.531	41.336	*	*	2008-11-03 01:22:20	2008-11-03 01:53:09	2008-11-03 00:22:20	2008-11-03 00:53:09	2008-11-02 23:22:20	2008-11-02 23:53:09
165	2008-11-04	*	2008-11-04	04:23:09	*	315	253.421	171.681	41.091	-40.650	41.375	40.562	*		2008-11-04 04:23:09		2008-11-04 03:23:09		2008-11-04 02:23:09
166	2008-11-07	20:22:20	2008-11-07	21:23:08	270	315	205.191	122.965	41.196	-41.030	41.497	*	*	2008-11-07 20:22:20	2008-11-07 21:23:08	2008-11-07 19:22:20	2008-11-07 20:23:08	2008-11-07 18:22:20	2008-11-07 19:23:08
167	2008-11-13	16:22:20	2008-11-13	15:23:06	225	135	128.985	46.017	41.357	-41.611	41.673	*	*	2008-11-13 16:22:20	2008-11-13 15:23:06	2008-11-13 15:22:20	2008-11-13 14:23:06	2008-11-13 14:22:20	2008-11-13 13:23:06
171	2008-11-20	14:52:20	2008-11-20	14:53:03	45	315	37.177	313.353	41.543	-42.281	41.860	42.365	*	2008-11-20 14:52:20	2008-11-20 14:53:03	2008-11-20 13:52:20	2008-11-20 13:53:03	2008-11-20 12:52:20	2008-11-20 12:53:03
172	2008-11-23	22:22:20	2008-11-24	04:23:02	270	270	353.601	269.385	41.628	-42.588	41.939	*	*	2008-11-23 22:22:20	2008-11-24 04:23:02	2008-11-23 21:22:20	2008-11-24 03:23:02	2008-11-23 20:22:20	2008-11-24 02:23:02
173	2008-11-29	*	2008-11-29	13:23:00	*	90	279.598	194.736	41.769	-43.093	42.059	43.271	*		2008-11-29 13:23:00		2008-11-29 12:23:00		2008-11-29 11:23:00
174	2008-12-07	*	2008-12-07	01:22:57	*	90	180.961	95.274	41.957	-43.730	42.202	43.977	*		2008-12-07 01:22:57		2008-12-07 00:22:57		2008-12-06 23:22:57
175	2008-12-08	17:22:20	2008-12-08	*	315	*	159.041	73.177	41.999	-43.865	42.232	44.127	*	2008-12-08 17:22:20		2008-12-08 16:22:20		2008-12-08 15:22:20	
176	2008-12-12	08:22:20	2008-12-12	08:22:55	90	270	111.369	25.125	42.092	-44.152	42.294	*	*	2008-12-12 08:22:20	2008-12-12 08:22:55	2008-12-12 07:22:20	2008-12-12 07:22:55	2008-12-12 06:22:20	2008-12-12 06:22:55
177	2008-12-16	08:22:20	2008-12-16	08:22:54	90	90	58.770	332.118	42.194	-44.457	42.360	44.773	*	2008-12-16 08:22:20	2008-12-16 08:22:54	2008-12-16 07:22:20	2008-12-16 07:22:54	2008-12-16 06:22:20	2008-12-16 06:22:54
178	2008-12-20	20:22:20	2008-12-20	12:52:53	270	45	3.710	276.644	42.301	-44.765	*	*	*	2008-12-20 20:22:20	2008-12-20 12:52:53	2008-12-20 19:22:20	2008-12-20 11:52:53	2008-12-20 18:22:20	2008-12-20 10:52:53
179	2008-12-27	06:52:20	2008-12-27	10:52:50	45	315	274.968	187.260	42.472	-45.236	42.520	*	*	2008-12-27 06:52:20	2008-12-27 10:52:50	2008-12-27 05:52:20	2008-12-27 09:52:50	2008-12-27 04:52:20	2008-12-27 08:52:50
180	2008-12-31	15:52:20	2008-12-31	*	90	*	217.457	129.351	42.583	-45.523	42.582	45.887	*	2008-12-31 15:52:20		2008-12-31 14:52:20		2008-12-31 13:52:20	
181	2009-01-05	*	2009-01-05	00:22:20	*	270	160.225	71.736	42.695	-45.793	42.644	46.153	88.797		2009-01-05 00:22:20		2009-01-04 23:22:20		2009-01-04 22:22:20
182	2009-01-06	07:22:00	2009-01-06	07:22:27	270	90	143.248	54.649	42.729	-45.870	*	*	*	2009-01-06 07:22:00	2009-01-06 07:22:27	2009-01-06 06:22:00	2009-01-06 06:22:27	2009-01-06 05:22:00	2009-01-06 05:22:27
183	2009-01-07	14:52:00	2009-01-07	*	90	*	125.997	37.287	42.763	-45.947	42.683	46.301	88.984	2009-01-07 14:52:00		2009-01-07 13:52:00		2009-01-07 12:52:00	
184	2009-01-08	14:52:00	2009-01-09	01:52:26	90	270	112.855	24.061	42.789	-46.005	42.698	*	*	2009-01-08 14:52:00	2009-01-09 01:52:26	2009-01-08 13:52:00	2009-01-09 00:52:26	2009-01-08 12:52:00	2009-01-08 23:52:26
185	2009-01-12	15:22:00	2009-01-13	03:22:25	270	270	60.012	330.889	42.896	-46.227	42.761	46.562	*	2009-01-12 15:22:00	2009-01-13 03:22:25	2009-01-12 14:22:00	2009-01-13 02:22:25	2009-01-12 13:22:00	2009-01-13 01:22:25
186	2009-01-14	06:22:00	2009-01-14	11:22:00	90	270	38.657	309.405	42.939	-46.313	42.788	*	*	2009-01-14 06:22:00	2009-01-14 11:22:00	2009-01-14 05:22:00	2009-01-14 10:22:00	2009-01-14 04:22:00	2009-01-14 09:22:00
187	2009-01-15	19:52:00	2009-01-15	18:22:25	270	270	18.945	289.575	42.978	-46.391	42.812	46.709	*	2009-01-15 19:52:00	2009-01-15 18:22:25	2009-01-15 18:52:00	2009-01-15 17:22:25	2009-01-15 17:52:00	2009-01-15 16:22:25
188	2009-01-17	*	2009-01-17	14:22:24	*	90	354.853	265.342	43.027	-46.484	42.843	46.790	89.633		2009-01-17 14:22:24		2009-01-17 13:22:24		2009-01-17 12:22:24
189	2009-01-20	19:52:00	2009-01-20	15:22:23	270	270	314.883	225.145	43.107	-46.632	42.896	46.916	*	2009-01-20 19:52:00	2009-01-20 15:22:23	2009-01-20 18:52:00	2009-01-20 14:22:23	2009-01-20 17:52:00	2009-01-20 13:22:23
190	2009-01-21	*	2009-01-21	22:22:23	*	270	297.911	208.078	43.141	-46.692	42.918	46.967	*		2009-01-21 22:22:23		2009-01-21 21:22:23		2009-01-21 20:22:23
191	2009-01-25	*	2009-01-25	12:22:22	*	90	250.826	160.738	43.234	-46.853	42.985	47.096	*		2009-01-25 12:22:22		2009-01-25 11:22:22		2009-01-25 10:22:22
192	2009-01-31	06:22:00	2009-01-31	04:22:21	270	90	176.368	85.900	43.384	-47.084	*	*	*	2009-01-31 06:22:00	2009-01-31 04:22:21	2009-01-31 05:22:00	2009-01-31 03:22:21	2009-01-31 04:22:00	2009-01-31 02:22:21
193	2009-02-06	09:22:00	2009-02-06	06:22:20	270	270	96.438	5.592	43.549	-47.297	43.239	*	*	2009-02-06 09:22:00	2009-02-06 06:22:20	2009-02-06 08:22:00	2009-02-06 05:22:20	2009-02-06 07:22:00	2009-02-06 04:22:20
194	2009-02-06	17:22:00	2009-02-06	*	270	*	90.416	359.543	43.562	-47.311	43.251	47.422	90.673	2009-02-06 17:22:00		2009-02-06 16:22:00		2009-02-06 15:22:00	
195	2009-02-10	20:52:00	2009-02-11	01:52:19	270/90	225/90	35.944	304.833	43.679	*	*	*	*	2009-02-10 20:52:00	2009-02-11 01:52:19	2009-02-10 19:52:00	2009-02-11 00:52:19	2009-02-10 18:52:00	2009-02-10 23:52:19
196	2009-02-12	00:22:00	2009-02-12	00:22:19	270	270	20.888	289.714	43.711	-47.463	43.392	47.509	*	2009-02-12 00:22:00	2009-02-12 00:22:19	2009-02-11 23:22:00	2009-02-11 23:22:19	2009-02-11 22:22:00	2009-02-11 22:22:19
197	2009-02-13	06:52:00	2009-02-13	*	90	*	4.191	272.948	43.747	-47.495	43.428	47.526	90.953	2009-02-13 06:52:00		2009-02-13 05:52:00		2009-02-13 04:52:00	
198	2009-02-18	09:22:00	2009-02-18	15:22:19	90	45/0/315	297.125	205.620	43.895	-47.611	43.581	47.578	*	2009-02-18 09:22:00	2009-02-18 15:22:19	2009-02-18 08:22:00	2009-02-18 14:22:19	2009-02-18 07:22:00	2009-02-18 13:22:19
199	2009-02-20	22:22:00	2009-02-20	23:22:18	270	270	263.729	172.100	43.970	-47.659	43.662	47.596	*	2009-02-20 22:22:00	2009-02-20 23:22:18	2009-02-20 21:22:00	2009-02-20 22:22:18	2009-02-20 20:22:00	2009-02-20 21:22:18
200	2009-02-22	*	2009-02-22	12:52:18	*	90	242.651	150.946	44.017	-47.687	43.716	47.604	*		2009-02-22 12:52:18		2009-02-22 11:52:18		2009-02-22 10:52:18
201	2009-02-28	*	2009-02-28	00:22:18	*	270	170.654	78.707	44.186	-47.762	43.911	47.616	*		2009-02-28 00:22:18		2009-02-27 23:22:18		2009-02-27 22:22:18
202	2009-03-02	23:52:00	2009-03-02	*	90	*	131.507	39.435	44.282	-47.790	44.026	47.612	*	2009-03-02 23:52:00		2009-03-02 22:52:00		2009-03-02 21:52:00	
203	2009-03-04	06:22:00	2009-03-04	*	270	*	114.807	22.684	44.324	-47.800	44.077	47.608	*	2009-03-04 06:22:00		2009-03-04 05:22:00		2009-03-04 04:22:00	
204	2009-03-06	20:22:00	2009-03-06	20:22:18	270	270	80.860	348.635	44.412	-47.813	44.185	47.597	*	2009-03-06 20:22:00	2009-03-06 20:22:18	2009-03-06 19:22:00	2009-03-06 19:22:18	2009-03-06 18:22:00	2009-03-06 18:22:18
205	2009-03-08	00:22:00	2009-03-08	04:22:18	270	45	65.529	333.259	44.453	-47.817	44.236	*	*	2009-03-08 00:22:00	2009-03-08 04:22:18	2009-03-07 23:22:00	2009-03-08 03:22:18	2009-03-07 22:22:00	2009-03-08 02:22:18
206	2009-03-10	06:22:00	2009-03-10	*	90	*	35.961	303.607	44.533	-47.821	44.336	47.575	91.911	2009-03-10 06:22:00		2009-03-10 05:22:00		2009-03-10 04:22:00	
207	2009-03-16	14:22:00	2009-03-16	12:22:19	90/270	90/270	313.827	221.247	44.771	-47.809	44.636	*	*	2009-03-16 14:22:00	2009-03-16 12:22:19	2009-03-16 13:22:00	2009-03-16 11:22:19	2009-03-16 12:22:00	2009-03-16 10:22:19
208	2009-03-18	00:22:00	2009-03-18	07:22:19	90	315	294.114	201.482	44.831	-47.801	44.712	*	*	2009-03-18 00:22:00	2009-03-18 07:22:19	2009-03-17 23:22:00	2009-03-18 06:22:19	2009-03-17 22:22:00	2009-03-18 05:22:19
209	2009-03-24	00:22:00	2009-03-24	16:22:20	90	90	215.261	122.423	45.083	-47.756	45.032	*	*	2009-03-24 00:22:00	2009-03-24 16:22:20	2009-03-23 23:22:00	2009-03-24 15:22:20	2009-03-23 22:22:00	2009-03-24 14:22:20
213	2009-03-26	09:22:00	2009-03-26	19:22:20	270	135	184.048	91.128	45.189	-47.731	*	*	*	2009-03-26 09:22:00	2009-03-26 19:22:20	2009-03-26 08:22:00	2009-03-26 18:22:20	2009-03-26 07:22:00	2009-03-26 17:22:20
214	2009-03-31	15:22:00	2009-03-31	*	90	*	115.051	21.949	45.438	-47.665	45.477	47.329	*	2009-03-31 15:22:00		2009-03-31 14:22:00		2009-03-31 13:22:00	
215	2009-04-02	20:22:00	2009-04-03	04:22:21	270	45	86.028	352.847	45.549	-47.632	*	*	*	2009-04-02 20:22:00	2009-04-03 04:22:21	2009-04-02 19:22:00	2009-04-03 03:22:21	2009-04-02 18:22:00	2009-04-03 02:22:21
216	2009-04-09	02:52:00	2009-04-09	05:52:22	90/315	90	3.616	270.200	45.891	-47.525	*	*	*	2009-04-09 02:52:00	2009-04-09 05:52:22	2009-04-09 01:52:00	2009-04-09 04:52:22	2009-04-09 00:52:00	2009-04-09 03:52:22
217	2009-04-10	19:22:00	2009-04-10	*	270	*	341.439	247.956	45.989	-47.493	46.146	47.183	*	2009-04-10 19:22:00		2009-04-10 18:22:00		2009-04-10 17:22:00	
218	2009-04-11	*	2009-04-11	07:52:23	*	90	334.594	241.091	46.020	-47.483	46.183	47.175	*		2009-04-11 07:52:23		2009-04-11 06:52:23		2009-04-11 05:52:23
219	2009-04-14	00:22:00	2009-04-14	13:22:23	90	315	299.276	205.661	46.183	-47.432	46.374	47.138	*	2009-04-14 00:22:00	2009-04-14 13:22:23	2009-04-13 23:22:00	2009-04-14 12:22:23	2009-04-13 22:22:00	2009-04-14 11:22:23
220	2009-04-15	01:52:00	2009-04-15	04:52:24	270	90	285.314	191.653	46.249	-47.412	*	*	*	2009-04-15 01:52:00	2009-04-15 04:52:24	2009-04-15 00:52:00	2009-04-15 03:52:24	2009-04-14 23:52:00	2009-04-15 02:52:24
221	2009-04-16	*	2009-04-16	09:22:24	*	90	268.066	174.347	46.332	-47.386	46.547	47.107	93.654		2009-04-16 09:22:24		2009-04-16 08:22:24		2009-04-16 07:22:24
222	2009-04-19	16:22:00	2009-04-19	*	90	*	224.811	130.941	46.547	-47.323	46.793	47.067	*	2009-04-19 16:22:00		2009-04-19 15:22:00		2009-04-19 14:22:00	
223	2009-04-19	23:22:00	2009-04-19	*	270	*	220.978	127.094	46.567	-47.317	46.815	47.063	*	2009-04-19 23:22:00		2009-04-19 22:22:00		2009-04-19 21:22:00	
224	2009-04-22	22:22:00	2009-04-22	22:22:26	90	90	182.105	88.075	46.769	-47.261	47.042	*	*	2009-04-22 22:22:00	2009-04-22 22:22:26	2009-04-22 21:22:00	2009-04-22 21:22:26	2009-04-22 20:22:00	2009-04-22 20:22:26
227	2009-04-25	12:52:00	2009-04-25	16:22:26	270	270	147.887	53.720	46.955	-47.212	47.247	47.006	*	2009-04-25 12:52:00	2009-04-25 16:22:26	2009-04-25 11:52:00	2009-04-25 15:22:26	2009-04-25 10:52:00	2009-04-25 14:22:26
228	2009-05-02	23:22:00	2009-05-02	20:22:28	270	90	51.813	317.216	47.513	-47.084	47.848	*	*	2009-05-02 23:22:00	2009-05-02 20:22:28	2009-05-02 22:22:00	2009-05-02 19:22:28	2009-05-02 21:22:00	2009-05-02 18:22:28
229	2009-05-06	*	2009-05-06	08:22:29	*	90	5.834	271.005	47.801	-47.028	48.148	46.935	*		2009-05-06 08:22:29		2009-05-06 07:22:29		2009-05-06 06:22:29
230	2009-05-09	05:52:00	2009-05-09	05:22:30	90	270	328.068	233.035	48.047	-46.986	48.401	*	*	2009-05-09 05:52:00	2009-05-09 05:22:30	2009-05-09 04:52:00	2009-05-09 04:22:30	2009-05-09 03:52:00	2009-05-09 03:22:30
231	2009-05-11	13:22:00	2009-05-11	12:22:31	270	90/270	297.967	202.762	48.248	*	*	*	*	2009-05-11 13:22:00	2009-05-11 12:22:31	2009-05-11 12:22:00	2009-05-11 11:22:31	2009-05-11 11:22:00	2009-05-11 10:22:31
232	2009-05-13	14:22:00	2009-05-13	22:22:32	90	90	270.604	175.234	48.436	-46.933	48.794	*	*	2009-05-13 14:22:00	2009-05-13 22:22:32	2009-05-13 13:22:00	2009-05-13 21:22:32	2009-05-13 12:22:00	2009-05-13 20:22:32
233	2009-05-15	*	2009-05-15	12:22:32	*	45	245.431	149.904	48.612	-46.914	48.969	46.928	*		2009-05-15 12:22:32		2009-05-15 11:22:32		2009-05-15 10:22:32
234	2009-05-21	*	2009-05-21	19:22:35	*	135	162.808	66.719	49.213	-46.876	49.555	46.963	*		2009-05-21 19:22:35		2009-05-21 18:22:35		2009-05-21 17:22:35
235	2009-05-30	15:52:00	2009-05-29	19:22:37	270	270	57.772	320.865	50.023	-46.883	50.322	*	*	2009-05-30 15:52:00	2009-05-29 19:22:37	2009-05-30 14:52:00	2009-05-29 18:22:37	2009-05-30 13:52:00	2009-05-29 17:22:37
236	2009-05-31	00:22:00	2009-05-31	*	90	*	41.909	304.869	50.150	-46.890	50.440	47.079	97.519	2009-05-31 00:22:00		2009-05-30 23:22:00		2009-05-30 22:22:00	
237	2009-05-31	17:22:00	2009-05-31	*	270	*	32.610	295.491	50.224	-46.895	50.510	47.091	*	2009-05-31 17:22:00		2009-05-31 16:22:00		2009-05-31 15:22:00	
238	2009-06-02	16:22:00	2009-06-02	16:52:39	315	90	6.903	269.558	50.434	-46.911	50.703	*	*	2009-06-02 16:22:00	2009-06-02 16:52:39	2009-06-02 15:22:00	2009-06-02 15:52:39	2009-06-02 14:22:00	2009-06-02 14:52:39
